job_title,company_name,location,salary,job_type,experience_required,education_required,skills_required,job_description,posted_date,source
Senior Mechanical Engineer,RMA Watanya,El Jadida,24000 MAD/month,Part-time,8+ years,Master's Degree,"Manufacturing, CAD, AutoCAD, Project Management, Thermodynamics",Seeking an experienced Senior Mechanical Engineer for innovative projects.,2025-10-31,Generated
Risk Analyst,Marsa Maroc,Fes,17400 MAD/month,Full-time,2-4 years,Master's Degree,"Risk Management, Financial Analysis, Reporting, Data Analysis",Join our dynamic team as a Risk Analyst.,2025-12-10,Generated
Project Manager,Matis Aerospace,Tangier,15900 MAD/month,Internship,8+ years,Master's Degree,"Scrum, Agile, Communication, PMP",Join our dynamic team as a Project Manager.,2025-12-02,Generated
Junior Industrial Engineer,Airbus Morocco,Tangier,7700 MAD/month,Part-time,0-1 years,Master's Degree,"AutoCAD, Quality Control, Production Planning, Project Management, Supply Chain, Cost Analysis",Seeking an experienced Junior Industrial Engineer for innovative projects.,2025-12-22,Generated
Training Specialist,Fujikura Morocco,Tetouan,9100 MAD/month,Internship,2-5 years,Master's Degree,"Facilitation, Training & Development, Needs Assessment, E-Learning",Exciting opportunity for a Training Specialist in Tetouan.,2025-12-16,Generated
IT Support Specialist,CIH Bank,Marrakech,8800 MAD/month,Part-time,3-5 years,Master's Degree,"Hardware, Active Directory, Documentation, Customer Service, Ticketing Systems, Troubleshooting",Seeking an experienced IT Support Specialist for innovative projects.,2025-12-07,Generated
Operations Manager,Intelcia,Mohammedia,16400 MAD/month,Part-time,5-8 years,Bachelor's Degree,"Continuous Improvement, Budgeting, Team Management, Process Optimization, Operations Management, Leadership",Join our dynamic team as a Operations Manager.,2025-11-22,Generated
DevOps Engineer,PwC Morocco,Casablanca,28000 MAD/month,Part-time,3-5 years,Master's Degree,"AWS, Terraform, Kubernetes, Python, Git, Jenkins",Exciting opportunity for a DevOps Engineer in Casablanca.,2025-12-21,Generated
IT Support Specialist,Cisco Morocco,Beni Mellal,10300 MAD/month,Full-time,3-5 years,Bachelor's Degree,"Ticketing Systems, Hardware, Windows, Customer Service, Remote Support, Technical Support",Join our dynamic team as a IT Support Specialist.,2025-12-04,Generated
Lead Frontend Developer,Boeing Morocco,Beni Mellal,17500 MAD/month,Full-time,5+ years,Master's Degree,"CSS, Angular, React, TypeScript, Responsive Design, Git",Seeking an experienced Lead Frontend Developer for innovative projects.,2025-11-09,Generated
Frontend Developer,Société Générale Morocco,Casablanca,21600 MAD/month,Full-time,2-5 years,Master's Degree,"Vue.js, JavaScript, UI/UX, Angular, Git",Great opportunity for career growth as a Frontend Developer.,2025-12-08,Generated
Product Manager,Maroc Telecom,Fes,39500 MAD/month,Contract,5+ years,Master's Degree,"Product Strategy, Agile, Market Analysis, Prioritization, A/B Testing",Join our dynamic team as a Product Manager.,2025-11-30,Generated
Maintenance Technician,HP Morocco,Meknes,8500 MAD/month,Full-time,1-3 years,Diploma,"Preventive Maintenance, Mechanical Systems, Equipment Repair, Hydraulics, Electrical Systems",We are looking for a talented Maintenance Technician to join our growing team.,2025-12-11,Generated
Junior Recruiter,ABB Morocco,Tangier,3100 MAD/month,Internship,1-3 years,Bachelor's Degree,"Negotiation, Sourcing, Employer Branding, Communication, ATS, LinkedIn",Seeking an experienced Junior Recruiter for innovative projects.,2025-12-02,Generated
Security Engineer,ANP Morocco,El Jadida,11500 MAD/month,Part-time,2-5 years,Bachelor's Degree,"Encryption, Firewall, Penetration Testing, Linux, SIEM",Seeking an experienced Security Engineer for innovative projects.,2025-11-23,Generated
Lead Project Manager,GE Aviation Morocco,Marrakech,59300 MAD/month,Contract,5-8 years,Master's Degree,"Budgeting, Risk Management, Project Management, PMP, MS Project, Communication",Seeking an experienced Lead Project Manager for innovative projects.,2025-12-26,Generated
Staff Industrial Engineer,Société Générale Morocco,Safi,12600 MAD/month,Contract,5-8 years,Bachelor's Degree,"Production Planning, Lean Manufacturing, Process Optimization, AutoCAD",Exciting opportunity for a Staff Industrial Engineer in Safi.,2025-12-12,Generated
Principal Business Analyst,Orange Morocco,Kenitra,28600 MAD/month,Full-time,10+ years,Master's Degree,"Business Process Modeling, Documentation, UML, SQL, Power BI, Excel",Exciting opportunity for a Principal Business Analyst in Kenitra.,2025-11-29,Generated
Mechanical Engineer,Alten Morocco,Oujda,9400 MAD/month,Part-time,2-4 years,Bachelor's Degree,"AutoCAD, ANSYS, Manufacturing, GD&T, CAD",Exciting opportunity for a Mechanical Engineer in Oujda.,2025-11-18,Generated
Staff Compliance Officer,Schneider Electric,Tangier,16200 MAD/month,Full-time,8+ years,Bachelor's Degree,"Reporting, Policy Development, Risk Management, Legal Knowledge",Great opportunity for career growth as a Staff Compliance Officer.,2025-12-10,Generated
Junior Mobile Developer,Nexans Morocco,Khouribga,9100 MAD/month,Full-time,1-3 years,Bachelor's Degree,"React Native, Android, Swift, REST API, Kotlin",Seeking an experienced Junior Mobile Developer for innovative projects.,2025-11-07,Generated
Civil Engineer,Roland Berger,Tangier,17500 MAD/month,Full-time,3-5 years,Bachelor's Degree,"Surveying, Project Management, Cost Estimation, Revit",Join our dynamic team as a Civil Engineer.,2025-11-22,Generated
Staff Industrial Engineer,BDO Morocco,El Jadida,7200 MAD/month,Internship,10+ years,Bachelor's Degree,"AutoCAD, Supply Chain, Quality Control, Lean Manufacturing, Project Management",Exciting opportunity for a Staff Industrial Engineer in El Jadida.,2025-12-14,Generated
QA Engineer,Label'Vie,Meknes,14300 MAD/month,Full-time,3-5 years,Master's Degree,"Testing, Regression Testing, Agile, Test Automation",Join our dynamic team as a QA Engineer.,2025-12-02,Generated
Training Specialist,Renault Morocco,Rabat,16900 MAD/month,Full-time,2-4 years,Master's Degree,"Needs Assessment, Curriculum Development, Presentation Skills, Training & Development",Great opportunity for career growth as a Training Specialist.,2025-11-09,Generated
Staff Systems Analyst,Renault Morocco,Tetouan,25900 MAD/month,Full-time,10+ years,Bachelor's Degree,"Requirements Analysis, Technical Writing, Agile, Business Process Analysis, UML, Documentation",We are looking for a talented Staff Systems Analyst to join our growing team.,2025-11-28,Generated
Senior QA Engineer,Fujikura Morocco,Meknes,23200 MAD/month,Part-time,5-8 years,Master's Degree,"API Testing, Selenium, Test Automation, Agile, Test Planning",Seeking an experienced Senior QA Engineer for innovative projects.,2025-12-03,Generated
Account Manager,Transcom Morocco,Agadir,12800 MAD/month,Part-time,5-8 years,Master's Degree,"Strategic Planning, Problem Solving, Client Relations, Sales",Seeking an experienced Account Manager for innovative projects.,2025-12-04,Generated
Operations Manager,Wavestone Morocco,Mohammedia,27500 MAD/month,Contract,5+ years,Master's Degree,"Team Management, KPI Management, Leadership, Operations Management",Join our dynamic team as a Operations Manager.,2025-11-05,Generated
Senior Scrum Master,CASA Transport,Casablanca,33500 MAD/month,Full-time,5+ years,Bachelor's Degree,"JIRA, Scrum, Stakeholder Management, Conflict Resolution, Facilitation, Team Leadership",Great opportunity for career growth as a Senior Scrum Master.,2025-11-22,Generated
Principal System Administrator,Société Générale Morocco,Safi,18200 MAD/month,Full-time,5-8 years,Bachelor's Degree,"VMware, Security, Backup, Windows Server, Linux, Active Directory",We are looking for a talented Principal System Administrator to join our growing team.,2025-11-30,Generated
Security Engineer,Royal Air Maroc,Tangier,9300 MAD/month,Internship,2-4 years,Bachelor's Degree,"Firewall, Penetration Testing, Network Security, Compliance",Great opportunity for career growth as a Security Engineer.,2025-11-28,Generated
Senior Financial Analyst,Siemens Morocco,Safi,34100 MAD/month,Full-time,5-8 years,Bachelor's Degree,"Excel, SAP, Accounting, SQL, Budgeting",Great opportunity for career growth as a Senior Financial Analyst.,2025-11-26,Generated
Business Analyst,Umanis Morocco,Kenitra,11100 MAD/month,Full-time,3-5 years,Bachelor's Degree,"UML, Documentation, JIRA, Stakeholder Management, SQL",Great opportunity for career growth as a Business Analyst.,2025-11-28,Generated
Electronics Technician,PwC Morocco,Tangier,9800 MAD/month,Full-time,2-5 years,Diploma,"Soldering, Multimeter, Electronics, Testing, Technical Documentation",Join our dynamic team as a Electronics Technician.,2025-12-06,Generated
Lead HR Manager,Amendis,Khouribga,27000 MAD/month,Contract,5-8 years,Master's Degree,"Compensation & Benefits, Leadership, HR Management, Employee Relations, Recruitment, Performance Management",Seeking an experienced Lead HR Manager for innovative projects.,2025-12-13,Generated
Junior IT Technician,LafargeHolcim Morocco,El Jadida,11300 MAD/month,Full-time,1-3 years,Diploma,"Installation, Network Support, Windows, Troubleshooting, Technical Support",Join our dynamic team as a Junior IT Technician.,2025-11-11,Generated
Senior Full Stack Developer,Nexans Morocco,Kenitra,19500 MAD/month,Part-time,5+ years,Bachelor's Degree,"MongoDB, Docker, React, Node.js",Exciting opportunity for a Senior Full Stack Developer in Kenitra.,2025-12-29,Generated
Senior HR Manager,Shell Morocco,Meknes,36000 MAD/month,Full-time,5+ years,Bachelor's Degree,"Employee Relations, Leadership, Performance Management, Labor Law, Recruitment, Training & Development",We are looking for a talented Senior HR Manager to join our growing team.,2025-11-22,Generated
Principal IT Technician,CGI Morocco,Tetouan,15100 MAD/month,Contract,10+ years,Master's Degree,"Windows, Network Support, Installation, Active Directory, Technical Support",Join our dynamic team as a Principal IT Technician.,2025-12-24,Generated
Lead Graphic Designer,Aubay Morocco,Safi,20500 MAD/month,Full-time,5+ years,Master's Degree,"Adobe Illustrator, InDesign, Adobe Photoshop, Visual Communication, Typography",Great opportunity for career growth as a Lead Graphic Designer.,2025-12-21,Generated
Junior Maintenance Technician,Thales Morocco,Beni Mellal,2100 MAD/month,Internship,0-2 years,Bachelor's Degree,"Equipment Repair, Troubleshooting, Technical Documentation, Hydraulics, Safety Procedures",Exciting opportunity for a Junior Maintenance Technician in Beni Mellal.,2025-10-31,Generated
Lead Operations Manager,BMCE Bank,Beni Mellal,15900 MAD/month,Full-time,8+ years,Master's Degree,"Operations Management, KPI Management, Budgeting, Leadership",We are looking for a talented Lead Operations Manager to join our growing team.,2025-12-29,Generated
Lead QA Engineer,TotalEnergies Morocco,Casablanca,23700 MAD/month,Full-time,5-8 years,Bachelor's Degree,"QA Methodologies, Test Automation, Bug Tracking, Selenium, Agile",Seeking an experienced Lead QA Engineer for innovative projects.,2025-12-09,Generated
Staff Technical Manager,Société Générale Morocco,Meknes,22300 MAD/month,Full-time,8+ years,Master's Degree,"Budgeting, Agile, Team Management, Mentoring",Exciting opportunity for a Staff Technical Manager in Meknes.,2025-12-19,Generated
Lead Aerospace Engineer,DHL Morocco,Tetouan,15700 MAD/month,Part-time,5-8 years,Master's Degree,"MATLAB, Quality Control, Structural Analysis, CATIA, Testing",Exciting opportunity for a Lead Aerospace Engineer in Tetouan.,2025-12-09,Generated
UX/UI Designer,Deloitte Morocco,Fes,17400 MAD/month,Full-time,2-5 years,Bachelor's Degree,"Design Thinking, Adobe XD, Prototyping, UX Design, Figma",We are looking for a talented UX/UI Designer to join our growing team.,2025-12-02,Generated
Product Manager,DHL Morocco,Marrakech,49800 MAD/month,Contract,8+ years,Master's Degree,"Communication, A/B Testing, Analytics, Market Analysis, Prioritization",We are looking for a talented Product Manager to join our growing team.,2025-11-11,Generated
Help Desk Analyst,KPMG Morocco,Oujda,13800 MAD/month,Contract,3-5 years,Master's Degree,"Documentation, Technical Support, Ticketing Systems, Active Directory",We are looking for a talented Help Desk Analyst to join our growing team.,2025-11-23,Generated
System Administrator,Huawei Morocco,Fes,9000 MAD/month,Part-time,3-5 years,Master's Degree,"Windows Server, Networking, Monitoring, Linux, Bash, Active Directory",Seeking an experienced System Administrator for innovative projects.,2025-11-03,Generated
Junior Product Manager,ONEE,Marrakech,12800 MAD/month,Contract,0-2 years,Master's Degree,"Market Analysis, Roadmap Planning, Stakeholder Management, Agile, Communication",Seeking an experienced Junior Product Manager for innovative projects.,2025-12-15,Generated
Staff Mechanical Engineer,SAHAM Assurance,Meknes,13700 MAD/month,Full-time,8+ years,Bachelor's Degree,"GD&T, ANSYS, Materials Science, SolidWorks",Great opportunity for career growth as a Staff Mechanical Engineer.,2025-11-02,Generated
Staff IT Support Specialist,BNP Paribas Morocco,Safi,14200 MAD/month,Part-time,5-8 years,Bachelor's Degree,"Active Directory, Remote Support, Technical Support, Troubleshooting, Hardware",Seeking an experienced Staff IT Support Specialist for innovative projects.,2025-12-13,Generated
Help Desk Analyst,Ericsson Morocco,Casablanca,12300 MAD/month,Full-time,2-5 years,Bachelor's Degree,"Documentation, Help Desk, Technical Support, Remote Support, Windows, Ticketing Systems",Join our dynamic team as a Help Desk Analyst.,2025-11-04,Generated
Senior Sales Engineer,Umanis Morocco,Oujda,24300 MAD/month,Full-time,5+ years,Master's Degree,"Technical Documentation, Communication, Negotiation, Client Relationship, Technical Sales",Great opportunity for career growth as a Senior Sales Engineer.,2025-12-20,Generated
Junior Business Analyst,Nestlé Morocco,El Jadida,8200 MAD/month,Contract,0-2 years,Bachelor's Degree,"Excel, SQL, Requirements Analysis, JIRA, Agile, Stakeholder Management",Exciting opportunity for a Junior Business Analyst in El Jadida.,2025-11-27,Generated
HR Manager,Alten Morocco,Meknes,45200 MAD/month,Full-time,10+ years,Master's Degree,"Conflict Resolution, Communication, Labor Law, Recruitment, Compensation & Benefits",Great opportunity for career growth as a HR Manager.,2025-12-30,Generated
Principal Mechanical Engineer,Bain & Company Morocco,Kenitra,79500 MAD/month,Contract,10+ years,Master's Degree,"Materials Science, Mechanical Design, AutoCAD, ANSYS",Join our dynamic team as a Principal Mechanical Engineer.,2025-11-28,Generated
Civil Engineer,CASA Transport,Meknes,6000 MAD/month,Part-time,2-5 years,Bachelor's Degree,"Construction Management, Revit, Site Supervision, AutoCAD, Civil 3D, Project Management",We are looking for a talented Civil Engineer to join our growing team.,2025-11-26,Generated
Financial Analyst,OCP Group,Beni Mellal,7700 MAD/month,Internship,2-5 years,Master's Degree,"Excel, SAP, Financial Analysis, Power BI, Budgeting, SQL",Join our dynamic team as a Financial Analyst.,2025-11-04,Generated
