reference,type,transaction,price,surface,price_per_sqm,rooms,bathrooms,floor,city,neighborhood,condition,age,amenities,description,listing_date
MA-RAB-44404,Appartement,Location,554163,61,9084,2,2,6,Rabat,Medina,Neuf,35,"Ascenseur, Cave, Garage, Jardin, Piscine, Placard, Sécurité, Vue mer",Appartement moderne de 61m² à Rabat,2025-08-19
MA-CAS-77924,Appartement,Vente,778156,53,14682,1,2,10,Casablanca,Gauthier,Neuf,4,"Ascenseur, Cave, Chauffage, Concierge, Parking, Piscine, Placard, Vue mer",Beau appartement dans le quartier recherché de Gauthier,2025-09-14
MA-MAR-64301,Villa,Vente,6286921,245,25660,3,4,0,Marrakech,Hivernage,Bon état,34,"Chauffage, Climatisation, Placard",Villa spacieux avec 3 chambres à Marrakech,2025-07-13
MA-OUJ-40715,Villa,Vente,3454087,202,17099,4,2,0,Oujda,Angad,Excellent état,18,"Ascenseur, Placard, Vue montagne",Beau villa dans le quartier recherché de Angad,2025-09-17
MA-RAB-42482,Appartement,Location,3348848,218,15361,5,2,0,Rabat,Hassan,Très bon état,23,"Ascenseur, Cave, Chauffage, Jardin, Parking, Piscine, Vue mer",Appartement spacieux avec 5 chambres à Rabat,2025-10-04
MA-FÈS-87053,Maison,Vente,1392547,144,9670,2,1,0,Fès,Florence,Bon état,4,"Climatisation, Concierge, Cuisine équipée, Garage, Placard, Terrasse, Vue montagne",Maison spacieux avec 2 chambres à Fès,2025-08-11
MA-MAR-65498,Maison,Location,3366923,213,15807,4,1,0,Marrakech,Menara,Bon état,20,"Balcon, Chauffage, Garage, Parking, Placard, Terrasse","Maison de 213m² situé à Menara, Marrakech",2025-08-13
MA-TÉT-76953,Maison,Location,1340979,119,11268,4,2,0,Tétouan,Medina,À rénover,15,"Cave, Chauffage, Concierge, Cuisine équipée, Garage, Jardin, Piscine, Vue mer",Maison moderne de 119m² à Tétouan,2025-09-06
MA-RAB-72136,Appartement,Vente,2586062,169,15302,5,1,4,Rabat,Souissi,À rénover,36,"Chauffage, Climatisation, Cuisine équipée, Garage, Jardin, Parking, Piscine",Appartement moderne de 169m² à Rabat,2025-08-08
MA-AGA-47899,Villa,Location,5251790,416,12624,8,3,0,Agadir,Centre Ville,À rénover,37,"Balcon, Chauffage, Parking, Sécurité, Vue mer, Vue montagne","Villa de 416m² situé à Centre Ville, Agadir",2025-07-07
MA-MEK-59027,Villa,Vente,5407356,427,12663,3,2,0,Meknès,Mansour,Excellent état,30,"Jardin, Parking, Sécurité",Beau villa dans le quartier recherché de Mansour,2025-07-16
MA-CAS-68551,Maison,Vente,4057623,246,16494,2,1,0,Casablanca,Sidi Maarouf,Bon état,10,"Cave, Climatisation, Concierge, Cuisine équipée, Vue montagne",Beau maison dans le quartier recherché de Sidi Maarouf,2025-08-27
MA-RAB-91995,Appartement,Location,2100274,224,9376,4,2,2,Rabat,Agdal,À rénover,17,"Ascenseur, Balcon, Cave, Concierge, Cuisine équipée, Placard, Terrasse",Beau appartement dans le quartier recherché de Agdal,2025-12-08
MA-CAS-44621,Duplex,Location vacances,2909491,174,16721,2,1,11,Casablanca,Bourgogne,À rénover,11,"Ascenseur, Balcon, Cave, Sécurité, Terrasse, Vue mer",Duplex spacieux avec 2 chambres à Casablanca,2025-10-01
MA-CAS-60797,Villa,Vente,5877623,383,15346,7,2,0,Casablanca,Palmier,Très bon état,17,"Ascenseur, Chauffage, Climatisation, Concierge, Parking, Sécurité, Vue mer",Villa spacieux avec 7 chambres à Casablanca,2025-10-27
MA-TÉT-78499,Villa,Location,1933247,189,10228,8,4,0,Tétouan,Boukhalef,Excellent état,18,"Balcon, Climatisation, Concierge, Cuisine équipée, Garage",Villa spacieux avec 8 chambres à Tétouan,2025-11-18
MA-MEK-41983,Maison,Location,1060567,88,12051,6,1,0,Meknès,Mansour,Très bon état,5,"Ascenseur, Cave, Parking, Piscine, Placard",Maison spacieux avec 6 chambres à Meknès,2025-07-07
MA-MAR-31178,Studio,Vente,580145,43,13491,1,1,7,Marrakech,Daoudiat,Très bon état,28,"Balcon, Climatisation, Garage, Jardin, Terrasse",Studio moderne de 43m² à Marrakech,2025-12-10
MA-TÉT-51286,Appartement,Location,1169868,125,9358,1,2,10,Tétouan,Medina,Excellent état,37,"Climatisation, Concierge, Jardin, Parking, Piscine, Terrasse",Appartement moderne de 125m² à Tétouan,2025-11-27
MA-CAS-36275,Maison,Location,1986698,147,13514,2,1,0,Casablanca,Palmier,À rénover,27,"Climatisation, Concierge, Jardin, Parking, Piscine, Sécurité, Vue montagne",Maison moderne de 147m² à Casablanca,2025-11-05
MA-TAN-69474,Appartement,Vente,4050288,238,17018,4,1,7,Tanger,Branes,Bon état,14,"Ascenseur, Balcon, Climatisation, Parking, Placard, Vue mer, Vue montagne",Appartement moderne de 238m² à Tanger,2025-11-23
MA-AGA-87557,Appartement,Vente,3897056,224,17397,4,1,3,Agadir,Anza,Bon état,33,"Climatisation, Garage, Terrasse, Vue montagne",Beau appartement dans le quartier recherché de Anza,2025-07-13
MA-FÈS-61504,Maison,Vente,2465790,207,11912,5,1,0,Fès,Saiss,Très bon état,12,"Piscine, Placard, Vue mer",Magnifique maison en très bon état à Saiss,2025-12-20
MA-CAS-57304,Appartement,Location,4288226,243,17647,4,1,8,Casablanca,California,Bon état,23,"Balcon, Climatisation, Concierge, Piscine, Placard",Beau appartement dans le quartier recherché de California,2025-12-29
MA-AGA-73259,Villa,Location,6913987,282,24517,3,4,0,Agadir,Hay Dakhla,Bon état,26,"Balcon, Cave, Climatisation, Cuisine équipée, Parking, Terrasse",Beau villa dans le quartier recherché de Hay Dakhla,2025-08-02
MA-AGA-17328,Villa,Vente,3564111,181,19691,7,4,0,Agadir,Secteur Touristique,Excellent état,1,"Chauffage, Climatisation, Piscine, Placard, Terrasse",Villa spacieux avec 7 chambres à Agadir,2025-12-29
MA-TAN-72391,Maison,Location,3694768,279,13242,2,2,0,Tanger,Mesnana,Bon état,13,"Balcon, Piscine, Placard",Beau maison dans le quartier recherché de Mesnana,2025-07-14
MA-TAN-47353,Villa,Vente,7602876,422,18016,4,3,0,Tanger,Gzenaya,Très bon état,37,"Ascenseur, Cave, Cuisine équipée, Garage, Jardin",Villa spacieux avec 4 chambres à Tanger,2025-09-25
MA-SAL-13633,Studio,Location vacances,574252,42,13672,1,1,0,Salé,Shoul,Bon état,6,"Jardin, Placard, Sécurité",Studio spacieux avec 1 chambres à Salé,2025-09-12
MA-FÈS-51947,Villa,Vente,3513746,178,19740,6,4,0,Fès,Atlas,Très bon état,13,"Ascenseur, Balcon, Cave, Chauffage, Concierge, Garage, Vue mer, Vue montagne",Beau villa dans le quartier recherché de Atlas,2025-07-12
MA-MEK-48047,Duplex,Vente,1758324,196,8971,2,1,8,Meknès,Ville Nouvelle,Bon état,20,"Ascenseur, Cuisine équipée, Garage, Parking, Piscine, Placard, Vue montagne",Duplex spacieux avec 2 chambres à Meknès,2025-07-22
MA-RAB-36148,Appartement,Vente,2290899,147,15584,3,1,0,Rabat,Orangers,Très bon état,10,"Cuisine équipée, Garage, Jardin, Piscine, Sécurité",Appartement moderne de 147m² à Rabat,2025-08-21
MA-FÈS-24683,Maison,Vente,2642920,219,12068,5,2,0,Fès,Saiss,Excellent état,28,"Cave, Concierge, Jardin","Maison de 219m² situé à Saiss, Fès",2025-07-30
MA-MEK-26444,Duplex,Vente,1496404,122,12265,4,1,6,Meknès,Toulal,Bon état,28,"Cave, Chauffage, Climatisation, Concierge, Cuisine équipée, Terrasse",Beau duplex dans le quartier recherché de Toulal,2025-08-11
MA-SAL-17027,Appartement,Vente,833059,56,14876,5,1,3,Salé,Medina,Neuf,33,"Climatisation, Concierge, Placard, Terrasse","Appartement de 56m² situé à Medina, Salé",2025-10-07
MA-CAS-43324,Villa,Vente,10449311,399,26188,7,4,0,Casablanca,Gauthier,Bon état,23,"Balcon, Climatisation, Concierge, Cuisine équipée, Jardin, Piscine, Vue mer, Vue montagne",Villa moderne de 399m² à Casablanca,2025-11-04
MA-CAS-55470,Appartement,Vente,537981,44,12226,4,1,0,Casablanca,California,À rénover,28,"Cave, Chauffage, Cuisine équipée, Garage, Terrasse",Beau appartement dans le quartier recherché de California,2025-09-12
MA-RAB-20020,Maison,Vente,2537669,198,12816,3,2,0,Rabat,Souissi,Neuf,6,"Balcon, Climatisation, Concierge, Jardin, Parking, Piscine, Vue mer",Magnifique maison en neuf à Souissi,2025-07-15
MA-AGA-25882,Appartement,Location,1175627,71,16558,4,2,10,Agadir,Anza,À rénover,7,"Climatisation, Parking, Terrasse",Beau appartement dans le quartier recherché de Anza,2025-07-08
MA-RAB-37462,Appartement,Vente,2778641,162,17152,1,1,7,Rabat,Yacoub El Mansour,Très bon état,14,"Cave, Chauffage, Concierge, Jardin, Piscine, Sécurité",Appartement moderne de 162m² à Rabat,2025-10-27
MA-FÈS-57798,Appartement,Vente,2521614,197,12800,3,2,6,Fès,Saiss,Excellent état,6,"Balcon, Cave, Climatisation, Parking, Piscine, Placard, Sécurité, Vue mer",Appartement moderne de 197m² à Fès,2025-09-21
MA-CAS-98644,Appartement,Vente,713416,60,11890,3,2,11,Casablanca,Racine,Neuf,37,"Chauffage, Parking, Placard, Vue mer","Appartement de 60m² situé à Racine, Casablanca",2025-12-16
MA-RAB-49383,Appartement,Location,1058561,60,17642,4,2,7,Rabat,Océan,Très bon état,23,"Ascenseur, Chauffage, Climatisation, Piscine, Placard",Appartement spacieux avec 4 chambres à Rabat,2025-09-08
MA-AGA-16265,Appartement,Vente,3717995,228,16306,2,1,7,Agadir,Talborjt,Neuf,31,"Chauffage, Garage, Placard",Appartement moderne de 228m² à Agadir,2025-09-28
MA-RAB-33904,Villa,Vente,7819203,403,19402,7,4,0,Rabat,Souissi,Très bon état,22,"Balcon, Climatisation, Cuisine équipée, Piscine, Vue montagne","Villa de 403m² situé à Souissi, Rabat",2025-10-07
MA-AGA-15653,Appartement,Vente,3096307,173,17897,3,1,11,Agadir,Founty,Excellent état,11,"Ascenseur, Cave, Concierge, Jardin, Piscine, Placard, Sécurité, Vue montagne",Appartement moderne de 173m² à Agadir,2025-09-12
MA-RAB-99761,Maison,Vente,2736843,203,13481,4,1,0,Rabat,Souissi,Très bon état,20,"Ascenseur, Chauffage, Climatisation, Placard, Vue montagne",Magnifique maison en très bon état à Souissi,2025-09-08
MA-RAB-27798,Appartement,Vente,1291992,83,15566,5,2,2,Rabat,Océan,À rénover,34,"Ascenseur, Balcon, Cave, Cuisine équipée, Garage, Jardin, Parking, Piscine",Beau appartement dans le quartier recherché de Océan,2025-12-16
MA-RAB-62145,Appartement,Vente,3172701,211,15036,1,1,10,Rabat,Hay Riad,Excellent état,17,"Balcon, Cuisine équipée, Garage, Parking, Vue montagne",Magnifique appartement en excellent état à Hay Riad,2025-10-24
MA-TÉT-69580,Duplex,Location,1204360,103,11692,3,1,1,Tétouan,Medina,Très bon état,6,"Climatisation, Cuisine équipée, Parking, Sécurité, Vue montagne",Magnifique duplex en très bon état à Medina,2025-07-15
MA-FÈS-32394,Appartement,Location vacances,1719285,190,9048,2,1,7,Fès,Bensouda,Neuf,8,"Balcon, Parking, Sécurité",Appartement moderne de 190m² à Fès,2025-11-28
MA-FÈS-98188,Maison,Vente,1790205,191,9372,5,1,0,Fès,Medina,Neuf,2,"Garage, Piscine, Terrasse",Maison moderne de 191m² à Fès,2025-07-20
MA-CAS-54399,Appartement,Vente,803101,62,12953,2,1,7,Casablanca,Bourgogne,Neuf,7,"Chauffage, Climatisation, Piscine, Terrasse, Vue mer",Beau appartement dans le quartier recherché de Bourgogne,2025-07-08
MA-CAS-83573,Appartement,Location,2434661,178,13677,4,2,12,Casablanca,Gauthier,Excellent état,35,"Ascenseur, Chauffage, Concierge, Cuisine équipée, Jardin, Piscine, Vue montagne",Magnifique appartement en excellent état à Gauthier,2025-12-05
MA-CAS-91268,Appartement,Vente,2636367,210,12554,4,1,8,Casablanca,California,À rénover,14,"Balcon, Climatisation, Parking, Sécurité, Terrasse",Beau appartement dans le quartier recherché de California,2025-08-22
MA-FÈS-73130,Villa,Vente,4639432,321,14453,3,2,0,Fès,Ville Nouvelle,Neuf,28,"Ascenseur, Chauffage, Jardin, Piscine, Placard",Villa spacieux avec 3 chambres à Fès,2025-08-17
MA-CAS-74351,Duplex,Location,2220668,128,17348,2,1,12,Casablanca,Racine,Excellent état,18,"Ascenseur, Cave, Garage, Sécurité, Terrasse, Vue montagne",Duplex spacieux avec 2 chambres à Casablanca,2025-09-25
MA-CAS-58165,Villa,Location,9949259,498,19978,4,3,0,Casablanca,Bourgogne,Bon état,13,"Balcon, Chauffage, Concierge, Parking, Piscine, Placard, Sécurité",Villa moderne de 498m² à Casablanca,2025-10-10
MA-MAR-31426,Appartement,Vente,1838074,188,9776,5,2,10,Marrakech,Daoudiat,Excellent état,35,"Cave, Cuisine équipée, Jardin, Piscine, Placard, Sécurité",Magnifique appartement en excellent état à Daoudiat,2025-09-10
MA-RAB-36598,Appartement,Location,1126766,95,11860,2,1,2,Rabat,Orangers,Bon état,11,"Concierge, Garage, Terrasse",Beau appartement dans le quartier recherché de Orangers,2025-11-21
MA-MEK-44178,Villa,Vente,4975335,425,11706,5,4,0,Meknès,Medina,Excellent état,13,"Cave, Climatisation, Garage",Magnifique villa en excellent état à Medina,2025-12-12
MA-AGA-20238,Villa,Vente,4381497,260,16851,6,2,0,Agadir,Secteur Touristique,Excellent état,23,"Ascenseur, Piscine, Terrasse",Magnifique villa en excellent état à Secteur Touristique,2025-12-13
MA-RAB-12040,Studio,Vente,356632,34,10489,1,1,8,Rabat,Aviation,À rénover,39,"Climatisation, Cuisine équipée, Jardin, Parking, Piscine, Sécurité","Studio de 34m² situé à Aviation, Rabat",2025-12-17
MA-TÉT-43204,Appartement,Location vacances,912463,120,7603,1,2,0,Tétouan,Boukhalef,Bon état,37,"Parking, Sécurité, Terrasse, Vue mer",Appartement spacieux avec 1 chambres à Tétouan,2025-10-08
MA-FÈS-37397,Appartement,Vente,1080630,105,10291,2,2,1,Fès,Florence,Excellent état,1,"Ascenseur, Cuisine équipée, Terrasse, Vue montagne",Appartement spacieux avec 2 chambres à Fès,2025-10-26
MA-TAN-59853,Studio,Vente,541970,34,15940,1,1,7,Tanger,Centre Ville,À rénover,18,"Ascenseur, Parking, Placard, Sécurité, Terrasse",Studio moderne de 34m² à Tanger,2025-10-06
MA-RAB-91892,Appartement,Vente,2184221,197,11087,2,1,6,Rabat,Souissi,Bon état,0,"Balcon, Climatisation, Concierge, Cuisine équipée, Garage, Piscine, Terrasse, Vue montagne",Appartement moderne de 197m² à Rabat,2025-12-06
MA-MAR-61014,Maison,Vente,3225572,226,14272,6,2,0,Marrakech,Targa,Bon état,26,"Balcon, Climatisation, Piscine, Sécurité, Terrasse, Vue mer, Vue montagne",Magnifique maison en bon état à Targa,2025-08-15
MA-TAN-25684,Maison,Vente,1425051,141,10106,5,2,0,Tanger,Boubana,À rénover,38,"Chauffage, Concierge, Cuisine équipée, Garage, Piscine","Maison de 141m² situé à Boubana, Tanger",2025-11-18
MA-RAB-57344,Studio,Location,495409,31,15980,1,1,4,Rabat,Aviation,Très bon état,36,"Balcon, Cuisine équipée, Vue mer, Vue montagne",Studio moderne de 31m² à Rabat,2025-07-12
MA-CAS-79038,Appartement,Vente,2733761,189,14464,2,2,2,Casablanca,California,Excellent état,28,"Ascenseur, Concierge, Placard, Sécurité",Magnifique appartement en excellent état à California,2025-10-12
MA-FÈS-49506,Appartement,Vente,2555845,220,11617,5,1,3,Fès,Zouagha,Neuf,13,"Cave, Chauffage, Garage, Vue mer","Appartement de 220m² situé à Zouagha, Fès",2025-10-11
MA-MAR-40498,Villa,Location vacances,9437291,540,17476,8,4,0,Marrakech,Sidi Youssef Ben Ali,Bon état,21,"Ascenseur, Cave, Cuisine équipée, Garage, Parking, Piscine, Terrasse",Beau villa dans le quartier recherché de Sidi Youssef Ben Ali,2025-09-19
MA-TAN-90204,Villa,Location,5776860,459,12585,6,4,0,Tanger,Centre Ville,Bon état,31,"Ascenseur, Balcon, Cave, Chauffage, Jardin, Vue montagne",Magnifique villa en bon état à Centre Ville,2025-12-22
MA-TAN-46462,Studio,Vente,612809,41,14946,1,1,8,Tanger,Rmilat,Neuf,29,"Balcon, Climatisation, Parking, Piscine, Placard, Terrasse","Studio de 41m² situé à Rmilat, Tanger",2025-11-30
MA-AGA-67843,Appartement,Location,1696676,96,17673,5,2,0,Agadir,Tikiouine,Neuf,18,"Balcon, Cave, Climatisation, Terrasse, Vue mer, Vue montagne",Magnifique appartement en neuf à Tikiouine,2025-11-20
MA-CAS-56974,Maison,Vente,2106355,174,12105,3,1,0,Casablanca,Gauthier,Excellent état,9,"Balcon, Chauffage, Piscine, Sécurité","Maison de 174m² situé à Gauthier, Casablanca",2025-12-28
MA-RAB-66452,Villa,Location vacances,4568432,196,23308,5,4,0,Rabat,Océan,Excellent état,9,"Balcon, Chauffage, Concierge, Garage, Jardin, Placard, Sécurité, Terrasse",Villa moderne de 196m² à Rabat,2025-07-21
MA-MEK-29420,Riad,Vente,4046066,213,18995,8,2,0,Meknès,Bassatine,À rénover,3,"Ascenseur, Sécurité, Vue mer, Vue montagne",Riad moderne de 213m² à Meknès,2025-12-23
MA-KEN-25311,Villa,Vente,6092604,515,11830,8,3,0,Kenitra,Maamoura,Excellent état,22,"Ascenseur, Climatisation, Jardin, Piscine, Sécurité",Villa moderne de 515m² à Kenitra,2025-08-27
MA-MAR-31591,Appartement,Location,1270122,99,12829,2,1,1,Marrakech,Massira,Excellent état,0,"Ascenseur, Balcon, Garage, Jardin, Placard, Vue mer",Appartement spacieux avec 2 chambres à Marrakech,2025-07-04
MA-CAS-42993,Villa,Vente,11363405,554,20511,8,4,0,Casablanca,California,Excellent état,5,"Balcon, Climatisation, Jardin, Parking, Piscine, Placard, Vue mer, Vue montagne",Villa spacieux avec 8 chambres à Casablanca,2025-09-19
MA-RAB-76860,Appartement,Vente,1178378,92,12808,3,1,12,Rabat,Orangers,Très bon état,24,"Ascenseur, Cave, Chauffage, Concierge, Piscine, Placard, Sécurité, Vue montagne","Appartement de 92m² situé à Orangers, Rabat",2025-08-21
MA-MAR-86928,Appartement,Vente,3129383,232,13488,3,2,8,Marrakech,Targa,Neuf,8,"Balcon, Cave, Chauffage, Garage, Jardin, Piscine, Sécurité, Terrasse","Appartement de 232m² situé à Targa, Marrakech",2025-12-16
MA-TAN-31220,Appartement,Vente,2241630,169,13264,1,1,0,Tanger,Gzenaya,Neuf,32,"Ascenseur, Balcon, Chauffage, Cuisine équipée, Garage, Placard, Sécurité, Vue mer",Appartement moderne de 169m² à Tanger,2025-11-14
MA-CAS-48530,Maison,Vente,3688940,293,12590,5,2,0,Casablanca,Ain Diab,À rénover,24,"Balcon, Sécurité, Vue montagne","Maison de 293m² situé à Ain Diab, Casablanca",2025-09-17
MA-MAR-50697,Appartement,Location,2308843,178,12971,1,1,7,Marrakech,Medina,Bon état,25,"Ascenseur, Cave, Terrasse, Vue mer, Vue montagne","Appartement de 178m² situé à Medina, Marrakech",2025-10-26
MA-CAS-74283,Maison,Vente,2557679,180,14209,2,2,0,Casablanca,Racine,Neuf,13,"Climatisation, Jardin, Parking, Vue montagne",Maison moderne de 180m² à Casablanca,2025-08-22
MA-RAB-93557,Appartement,Vente,2983864,181,16485,3,2,2,Rabat,Souissi,Neuf,17,"Ascenseur, Cave, Piscine, Placard, Vue mer","Appartement de 181m² situé à Souissi, Rabat",2025-12-10
MA-FÈS-35704,Appartement,Vente,1273841,102,12488,1,1,3,Fès,Narjiss,Bon état,30,"Ascenseur, Balcon, Cave, Climatisation, Jardin, Placard",Beau appartement dans le quartier recherché de Narjiss,2025-07-28
MA-OUJ-45715,Appartement,Vente,1289445,209,6169,5,2,1,Oujda,Al Qods,Très bon état,20,"Ascenseur, Climatisation, Cuisine équipée, Garage, Jardin",Appartement spacieux avec 5 chambres à Oujda,2025-12-15
MA-CAS-59461,Maison,Vente,2801812,177,15829,3,1,0,Casablanca,Maarif,Bon état,26,"Ascenseur, Chauffage, Parking, Terrasse, Vue montagne","Maison de 177m² situé à Maarif, Casablanca",2025-08-03
MA-RAB-36094,Appartement,Vente,1326686,80,16583,5,1,0,Rabat,Agdal,Très bon état,15,"Garage, Piscine, Vue mer",Appartement moderne de 80m² à Rabat,2025-07-05
MA-MAR-14782,Appartement,Vente,1314463,106,12400,2,2,1,Marrakech,Medina,Neuf,30,"Cuisine équipée, Terrasse, Vue mer",Magnifique appartement en neuf à Medina,2025-07-16
MA-CAS-83631,Villa,Vente,8778174,402,21836,6,4,0,Casablanca,Bourgogne,À rénover,10,"Ascenseur, Chauffage, Climatisation, Concierge, Placard, Terrasse, Vue mer, Vue montagne",Magnifique villa en à rénover à Bourgogne,2025-10-19
MA-MAR-51187,Maison,Vente,2064549,140,14746,5,1,0,Marrakech,Gueliz,Excellent état,1,"Balcon, Chauffage, Climatisation, Cuisine équipée, Jardin, Terrasse, Vue montagne",Maison moderne de 140m² à Marrakech,2025-09-07
MA-TAN-87607,Riad,Vente,5700047,231,24675,7,3,0,Tanger,California,À rénover,26,"Ascenseur, Cave, Cuisine équipée, Sécurité",Riad moderne de 231m² à Tanger,2025-09-19
MA-TAN-82745,Appartement,Vente,709897,91,7801,2,1,0,Tanger,Ibn Batouta,À rénover,16,"Balcon, Cave, Cuisine équipée, Vue montagne",Appartement spacieux avec 2 chambres à Tanger,2025-11-12
MA-CAS-12997,Appartement,Vente,2245613,203,11062,5,2,0,Casablanca,Sidi Maarouf,Très bon état,7,"Chauffage, Concierge, Cuisine équipée, Garage, Parking, Sécurité, Terrasse",Beau appartement dans le quartier recherché de Sidi Maarouf,2025-12-17
MA-CAS-80082,Appartement,Vente,854939,56,15266,3,2,5,Casablanca,Ain Diab,À rénover,13,"Ascenseur, Cave, Climatisation, Cuisine équipée, Jardin, Placard, Vue mer, Vue montagne",Magnifique appartement en à rénover à Ain Diab,2025-12-08
